DateTime,AddedIPs,RemovedIPs
1602528761,24,10
1602530684,19,19
1602532613,18,17
1602534517,13,21
1602537377,100,27
1602539288,19,12
1602541236,17,14
1602543130,19,12
1602545053,23,15
1602547001,80,11
1602548889,20,11
1602550829,23,9
1602552760,11,12
1602554660,15,12
1602556596,10,19
1602558500,21,74
1602560414,10,83
1602562359,10,16
1602564255,18,21
1602566203,11,23
1602568089,20,18
1602570008,28,15
1602571959,19,18
1602573857,22,315
1602575769,315,6
1602577717,19,18
1602579642,17,16
1602581535,15,23
1602583481,25,21
1602585369,15,19
1602587292,14,19
1602589238,22,21
1602591130,23,17
1602593049,22,24
1602594997,22,34
1602596890,23,24
1602598808,18,17
1602600758,13,20
1602602650,8,28
1602604572,13,22
1602606517,11,12
1602608438,11,15
1602610330,25,20
1602612280,18,15
1602614176,19,23
1602616093,17,14
1602618042,25,20
1602619932,21,10
1602621852,26,10
1602623798,18,95
1602625691,17,20
1602627608,8,14
1602629558,20,16
1602631449,9,14
1602633397,17,80
1602635287,12,16
1602637234,5,22
1602639162,16,13
1602641059,293,15
1602642973,53,6
1602644920,12,22
1602646813,15,9
1602648732,15,8
1602650679,19,17
1602652569,15,12
1602654394,15,17
1602656438,14,28
1602658328,6,20
1602660251,16,22
1602662196,20,17
1602664090,20,16
1602666108,23,19
1602667937,21,10
1602669856,75,21
1602671802,20,14
1602673734,21,13
1602675615,31,18
1602677562,12,23
1602679453,26,21
1602681371,280,18
1602683318,39,22
1602685208,27,16
1602687160,12,14
1602689063,13,7
1602690976,96,14
1602692917,17,13
1602694847,12,16
1602696760,13,24
1602698659,13,16
1602700572,11,13
1602702522,24,21
1602704412,17,24
1602706339,21,26
1602708277,9,53
1602710173,12,18
1602712089,25,15
1602714039,11,6
1602715930,15,20
1602717856,23,9
1602719798,19,15
1602722060,13,12
1602724196,17,9
1602726007,9,20
1602728204,13,329
1602730098,128,14
1602732112,22,18
1602733956,23,14
1602735851,15,11
1602737801,19,16
1602739688,21,15
1602741540,20,18
1602743557,30,13
1602745455,37,3
1602747369,36,16
1602749321,30,26
1602751211,33,27
1602753131,23,17
1602755086,29,25
1602757214,28,82
1602759130,21,17
1602761086,19,24
1602762970,23,22
1602764891,19,18
1602766875,48,254
1602768738,43,55
1602770655,20,33
1602772607,26,18
1602774490,17,12
1602776419,23,104
1602778367,25,18
1602780260,22,11
1602782169,24,12
1602784129,21,15
1602786012,26,13
1602787964,26,17
1602789851,32,19
1602791769,90,21
1602793723,16,18
1602795662,19,9
1602797531,12,21
1602799485,25,20
1602801372,24,4
1602803292,15,16
1602805244,16,16
1602807131,23,15
1602809084,21,15
1602810968,14,7
1602812887,16,17
1602814842,14,12
1602816733,12,130
1602818649,8,24
1602820602,12,22
1602822490,6,15
1602824519,6,14
1602826363,5,19
1602828250,10,21
1602830170,11,28
1602832124,4,38
1602834010,6,33
1602835933,9,33
1602837887,12,29
1602839770,7,28
1602841688,15,27
1602843635,12,23
1602845534,6,21
1602847451,12,22
1602849398,10,24
1602851296,10,19
1602853278,17,46
1602855206,131,45
1602857078,18,20
1602858972,21,25
1602860975,20,22
1602862850,15,24
1602864738,62,22
1602866682,36,24
1602868575,12,22
1602870490,11,20
1602872444,12,29
1602874334,13,29
1602876256,15,40
1602878200,12,89
1602880089,17,17
1602883003,19,25
1602884914,7,30
1602886882,10,42
1602888771,9,32
1602890672,7,24
1602892633,15,27
1602894504,7,29
1602896469,9,24
1602898384,9,18
1602900282,6,23
1602902244,9,17
1602904121,17,8
1602906008,12,14
1602907930,7,10
1602909879,7,6
1602911770,20,7
1602913688,5,9
1602915759,15,11
1602917799,10,8
1602919692,78,363
1602921650,371,11
1602923559,14,7
1602925451,71,10
1602927620,16,10
1602929537,15,16
1602931479,10,7
1602933368,15,11
1602935288,17,11
1602937235,14,9
1602939133,16,12
1602941084,12,76
1602942969,12,68
1602944923,16,31
1602946871,12,17
1602948730,13,18
1602950680,15,9
1602952570,21,80
1602954755,88,15
1602956663,16,14
1602958609,16,10
1602960500,19,12
1602962424,30,14
1602964373,12,13
1602966260,26,16
1602968179,21,19
1602970125,13,11
1602972057,14,9
1602973941,18,9
1602975907,7,10
1602977777,13,7
1602979703,10,12
1602981650,20,8
1602983547,18,9
1602985459,12,9
1602987408,9,4
1602989299,11,8
1602991219,11,18
1602993171,14,11
1602995060,16,7
1602996982,15,16
1602998926,20,13
1603000906,14,8
1603002739,14,11
1603004686,17,11
1603006576,18,80
1603008500,14,12
1603010446,15,49
1603012337,11,37
1603014257,13,15
1603016208,14,12
1603018101,18,12
1603020015,14,12
1603022000,22,21
1603023858,13,12
1603025783,18,15
1603027730,12,13
1603029655,8,13
1603031575,9,12
1603033462,16,10
1603035379,14,15
1603037336,15,12
1603039220,17,19
1603041141,12,84
1603043089,14,15
1603044978,15,17
1603046896,11,14
1603048848,21,23
1603050745,12,10
1603052661,21,28
1603054609,20,20
1603056498,28,12
1603058445,11,15
1603060372,10,17
1603062267,12,8
1603064183,10,12
1603066128,34,10
1603068023,42,18
1603069980,10,19
1603071864,12,13
1603073778,9,10
1603075730,11,13
1603077618,15,8
1603079573,9,16
1603081461,6,14
1603083406,15,16
1603085296,10,15
1603087259,21,16
1603089165,17,14
1603091068,19,16
1603092973,24,19
1603094940,19,10
1603096815,20,14
1603098739,18,13
1603100689,14,14
1603102578,17,12
1603104496,18,15
1603106443,34,16
1603108341,21,24
1603110259,20,13
1603112202,33,19
