DateTime,AddedIPs,RemovedIPs
1600213952,17,38
1600220673,42,0
1600222118,1,49
1600224998,28,0
1600230031,22,20
1600237477,18,25
1600244673,19,20
1600252356,13,15
1600259074,14,16
1600266277,18,26
1600273956,25,18
1600280915,21,23
1600288357,21,22
1600296034,24,20
1600303295,29,37
1600310671,45,49
1600317874,43,21
1600325088,21,8
1600332295,14,12
1600339711,23,12
1600346911,24,30
1600354355,21,27
1600361792,13,16
1600368991,21,21
1600376192,24,16
1600383643,13,28
1600390386,31,49
1600397792,44,39
1600404991,29,9
1600412192,9,24
1600419392,19,17
1600426595,16,16
1600434039,20,22
1600441266,22,19
1600448444,27,23
1600455638,10,14
1600463317,11,19
1600470756,12,21
1600477474,29,80
1600480354,20,0
1600481793,7,0
1600489231,32,16
1600496684,18,10
1600503875,10,15
1600511080,21,13
1600518511,17,10
1600525959,15,19
1600533151,19,22
1600540350,13,16
1600547553,14,14
1600554994,14,10
1600562218,23,27
1600569391,41,42
1600576836,29,19
1600584031,14,13
1600590999,13,16
1600598192,15,20
1600605393,12,19
1600612833,12,19
1600620060,14,20
1600627257,21,17
1600634467,19,15
1600641637,13,14
1600649073,23,24
1600656981,48,42
1600664178,33,22
1600671633,16,8
1600678593,27,17
1600686007,9,18
1600693450,10,20
1600700671,21,18
1600708110,14,17
1600715324,16,21
1600722516,23,26
1600729713,17,14
1600736921,24,34
1600744134,42,50
1600751801,26,22
1600758991,20,16
1600766209,17,12
1600773402,22,26
1600780830,30,19
1600788292,18,19
1600795473,16,17
1600802195,13,25
1600809631,30,20
1600816831,16,14
1600824056,37,21
1600831231,48,72
1600838676,19,14
1600845873,22,19
1600853308,21,13
1600860513,23,12
1600867957,14,24
1600874909,12,16
1600882111,21,29
1600889556,15,17
1600896758,15,15
1600903996,15,32
1600911390,32,50
1600918594,48,37
1600926510,27,23
1600933735,17,21
1600940921,16,15
1600948127,16,17
1600955313,16,30
1600962270,19,21
1600969472,16,21
1600976924,12,24
1600984113,13,18
1600991309,14,21
1600998755,45,38
1601005950,34,35
1601013407,17,15
1601020592,20,15
1601028044,22,18
1601034749,26,20
1601042230,19,18
1601049642,17,19
1601056599,18,19
1601063790,19,18
1601071246,10,16
1601078440,14,28
1601085395,47,28
1601092660,38,38
1601100513,16,13
1601107712,326,14
1601115398,18,18
1601122119,20,20
1601129791,12,21
1601137228,18,17
1601144430,18,18
1601151657,20,16
1601159550,15,16
1601166749,24,21
1601174192,43,81
1601181186,27,0
1601189071,15,31
1601195792,19,0
1601202992,18,16
1601210190,24,14
1601217636,25,32
1601224836,18,0
1601232031,18,12
1601239233,24,29
1601246908,13,32
1601253905,29,53
1601261072,52,0
1601268272,29,31
1601276191,10,17
1601283392,18,20
1601290142,17,18
1601297311,22,13
1601304508,21,20
1601311952,12,9
1601319390,19,20
1601326589,22,10
1601334036,17,23
1601341259,29,33
1601348484,49,56
1601355669,25,25
1601362849,16,22
1601370045,16,13
1601377716,20,20
1601385153,18,18
1601392354,27,23
1601399552,12,16
1601406557,24,15
1601413716,22,20
1601421393,23,28
1601428368,40,35
1601431239,3,53
1601431950,8,0
1601436271,0,19
1601436991,32,0
1601437709,1,0
1601440828,14,0
1601447809,17,11
1601454989,22,14
1601462672,17,20
1601469876,18,18
1601477092,18,20
1601484508,22,24
1601491475,21,20
1601499637,12,16
1601506112,15,20
1601513316,29,34
1601521233,46,48
1601528451,34,19
1601535633,14,18
1601543076,24,16
1601549549,5,19
1601550989,10,0
1601557719,23,15
1601564910,12,20
1601572150,18,21
1601579554,14,22
1601586792,23,12
1601594187,11,18
1601601629,33,39
1601608827,42,43
1601615550,25,23
1601622761,9,10
1601630673,18,21
1601637627,13,14
1601645086,12,36
1601652275,13,28
1601659954,19,16
1601667231,22,14
1601674354,17,11
1601681788,20,17
1601689232,38,38
1601696193,38,40
1601703389,30,21
1601710589,13,21
1601717794,13,19
1601725728,16,15
1601732910,19,19
1601740109,17,15
1601747309,16,15
1601754509,22,17
1601761708,19,15
1601768934,15,20
1601776114,40,48
1601783310,35,30
1601790513,24,8
1601797733,18,13
1601804910,14,15
1601812122,16,23
1601819311,18,18
1601826528,20,19
1601833718,25,17
1601840927,24,25
1601848836,19,11
1601856041,23,29
1601863240,45,56
1601870441,34,30
1601877681,21,7
1601885552,15,18
1601892759,14,19
1601899958,22,17
1601907155,18,18
1601914355,18,9
1601921553,21,18
1601928757,19,15
1601935954,11,18
1601943163,28,28
1601951072,49,51
1601958272,35,30
1601965473,16,11
1601972673,22,17
1601980591,25,15
1601987790,16,18
1601994993,12,15
1602002194,13,12
1602009390,19,18
1602016593,13,28
1602024034,15,20
1602031949,23,38
1602038679,52,2
1602046378,29,86
1602053790,23,14
1602060989,14,12
1602068196,17,17
1602075642,13,17
1602082878,18,20
1602090272,11,15
1602097473,19,19
1602104676,14,26
1602112116,15,28
1602119313,37,43
1602126759,44,30
1602133956,23,18
1602141159,12,17
1602149078,21,8
1602156280,22,32
1602163475,16,11
1602170690,26,12
1602177877,22,14
1602185311,20,17
1602192512,23,23
1602199960,16,36
1602207174,40,46
1602215071,42,21
1602222277,27,14
1602229472,17,12
1602236674,19,16
1602243893,19,11
1602251794,17,21
1602258991,16,13
1602266192,42,19
1602273392,28,19
1602281341,9,17
1602288518,105,40
1602295720,65,50
1602302922,31,23
1602310122,17,9
1602318035,17,11
1602324556,25,4
1602332432,13,17
1602339635,13,20
1602346832,16,14
1602354276,18,24
1602361477,25,16
1602368706,11,13
1602375876,23,42
1602383098,41,46
1602390996,29,20
1602398198,12,12
1602405391,15,8
1602412594,17,12
1602419820,15,12
1602427710,19,23
1602434911,17,28
1602442133,18,22
1602449318,17,16
1602456549,11,23
1602463712,33,37
1602470915,45,35
1602478114,30,22
1602485344,16,11
1602492512,20,12
1602499713,15,16
1602507156,11,22
1602514592,14,25
1602521793,15,20
1602529715,25,22
1602536918,18,19
1602544121,19,25
1602551322,25,45
1602558753,42,46
1602566199,33,15
1602573396,11,14
1602580596,16,32
1602587797,14,20
1602595716,18,16
1602602929,17,27
1602610115,21,16
1602617346,23,18
1602624519,17,19
1602631953,16,18
1602639158,34,49
1602647075,41,33
1602654278,27,16
1602661492,21,10
1602668913,23,19
1602676112,11,13
1602683313,19,17
1602690751,14,14
1602698235,21,22
1602705394,20,14
1602712658,18,11
1602720521,26,32
1602727693,40,48
1602734891,43,23
1602742113,24,11
1602749316,12,22
1602756766,22,12
1602763961,19,18
1602771176,19,16
1602778362,15,21
1602786278,31,17
1602793717,19,28
1602800917,18,21
1602808366,25,29
1602815570,45,51
1602822758,35,21
1602829959,27,11
1602837161,14,16
1602844406,17,25
1602852307,21,20
1602859476,11,20
1602866676,19,16
1602873879,21,16
1602881094,17,19
1602888994,15,20
1602896194,30,52
1602903393,51,32
1602910593,29,16
1602917794,15,10
1602925718,16,21
1602932923,15,12
1602940119,23,25
1602947079,15,9
1602954279,16,21
1602961477,20,21
1602969395,22,19
1602976592,12,22
1602983116,30,47
1602990992,49,34
1602998191,27,15
1603005397,14,17
1603012604,17,16
1603020517,21,16
1603027719,18,14
1603035155,20,19
1603042355,19,18
1603049556,21,22
1603056756,15,14
1603064675,20,23
1603071414,33,51
1603078597,48,32
1603086274,27,19
1603093477,24,16
1603100679,22,13
1603107891,23,19
1603115828,25,13
1603122996,21,11
1603130196,33,23
1603137398,28,23
1603144626,25,12
1603151795,65,31
1603159027,43,51
1603166199,41,31
1603173883,24,15
1603181080,19,15
1603188516,20,13
1603195954,13,17
1603203159,19,19
1603210375,19,38
1603217554,18,27
1603224756,23,24
1603232680,22,24
1603239880,23,41
1603247081,51,40
1603254278,41,26
1603261714,21,30
1603269158,11,10
1603276363,20,13
1603283573,15,15
1603291492,23,25
1603298679,20,21
1603305876,22,20
1603313085,17,20
1603320279,9,25
1603328193,32,35
1603335393,54,47
1603342598,39,19
1603349794,20,22
1603356995,23,16
1603364921,16,11
1603371428,18,15
1603379315,22,19
1603386516,17,32
1603393715,26,22
1603400912,30,22
1603408116,19,25
1603416033,32,43
1603422765,45,37
1603429969,17,17
1603437875,23,9
1603445081,27,13
1603452277,15,17
1603459477,13,22
1603467401,32,17
1603474834,18,22
1603482276,25,21
1603489967,12,16
1603496433,13,26
1603503661,28,50
1603511571,50,26
1603518754,34,14
1603525955,20,22
1603533878,8,17
1603540596,24,22
1603547793,19,24
1603555717,20,13
1603562914,20,15
1603570359,21,21
1603577553,9,13
1603584992,18,27
1603592193,36,52
1603599393,47,24
1603606592,23,15
1603613797,17,9
1603620991,27,19
1603628192,21,17
1603635408,13,26
1603643313,19,20
1603650512,24,19
1603657712,14,24
1603664915,18,19
1603672170,9,32
1603680032,33,67
1603687239,43,28
1603694439,33,16
1603701633,14,26
1603708835,16,23
1603716040,19,23
1603723212,29,14
1603730407,22,32
1603737607,19,32
1603745049,22,18
1603752254,14,24
1603759497,18,40
1603767392,37,42
1603774593,41,23
1603781800,15,20
1603788992,26,15
1603796200,17,11
